DOI,URL,sentence,Method,Material,Supplement
10.1016/j.neuroimage.2022.119528,hub.docker.com/r/hjkuijf/mixmicrobleed,"(2016) https://github.com/hjkuijf/MixLacune code for lacune segmentation –https://valdo.grand-challenge.org/""Where is VALDO"" challenge, including segmenting PVS, CMB and lacunes, with example training data –https://github.com/hjkuijf/MixMicrobleed ; https://hub.docker.com/r/hjkuijf/mixmicrobleed Code for a deep learning-based toolbox to detect and segment CMB, participating in 2021 ‘Where is VALDO’ challenge., (2021) https://github.com/hjkuijf/MixMicrobleedNet ; https://hub.docker.com/r/hjkuijf/mixmicrobleednet Code for a deep learning-based toolbox to detect and segment CMB, participating in 2021 ‘Where is VALDO’ challenge.",1,0,0
10.1016/j.neuroimage.2022.119528,hub.docker.com/r/hjkuijf/mixmicrobleednet,"(2021) https://github.com/hjkuijf/MixMicrobleedNet ; https://hub.docker.com/r/hjkuijf/mixmicrobleednet Code for a deep learning-based toolbox to detect and segment CMB, participating in 2021 ‘Where is VALDO’ challenge.",1,0,0
10.1016/j.neuroimage.2022.119528,github.com/hjkuijf/mixmicrobleednet,"(2021) https://github.com/hjkuijf/MixMicrobleedNet ; https://hub.docker.com/r/hjkuijf/mixmicrobleednet Code for a deep learning-based toolbox to detect and segment CMB, participating in 2021 ‘Where is VALDO’ challenge.",1,0,0
10.1016/j.neuroimage.2022.119528,github.com/yonsei-milab/lacunes-identiﬁcation,(2020) https://github.com/Yonsei-MILab/Lacunes-Identiﬁcation code for lacune segmentation Al-Masni et al.,1,0,0
10.1016/j.neuroimage.2022.119616,bic.mni.mcgill.ca/servicesatlases/icbm152nlin2009,"(2021) , where they also include some surrounding cortical areas, such as the entorhinal and parahippocampal cortex and Brodmann areas 35 and 36. 1 http://www.bic.mni.mcgill.ca/ServicesAtlases/ICBM152NLin2009.",1,0,0
10.1016/j.neuroimage.2022.119626,github.com/daniel-adan-lopez/abcd_mtbi/blob/main/rcode,"Code for the replication of study results can be obtained on Github: https://github.com/Daniel-Adan-Lopez/ABCD_mTBI/blob/main/Rcode., Code for replication of the analyses conducted in this manuscript can be re-trieved at https://github.com/Daniel-Adan-Lopez/ABCD_mTBI/blob/main/Rcode.",1,0,0
10.1016/j.neuroimage.2022.119626,abcdstudy.org/federal-partners.html,A full list of supporters is available at https://abcdstudy.org/federal-partners.html.,0,0,1
10.1016/j.neuroimage.2022.119626,abcdstudy.org/consortium_members,A listing of participating sites and a complete listing of the study investigators can be found at https://abcdstudy.org/consortium_members/.,0,0,1
10.1016/j.neuroimage.2022.119626,abcdstudy.org,"Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive Development SM (ABCD) Study (https://abcdstudy.org), held in the NIMH Data Archive (NDA)., A full list of supporters is available at https://abcdstudy.org/federal-partners.html., A listing of participating sites and a complete listing of the study investigators can be found at https://abcdstudy.org/consortium_members/.",0,1,0
10.1016/j.neuroimage.2022.119626,nda.nih.gov/abcd,Access can be requested at https://nda.nih.gov/abcd/.,0,1,0
10.1016/j.neuroimage.2022.119642,osf.io/s4ydx,"However, as we demonstrate in an extreme example in Fig. 1 (along with the electrode recording ﬁltered between 300 –6000 Hz, converted to an audio ﬁle and uploaded to osf.io; link here: https://osf.io/s4ydx/), recording speech-related activity from an array of high impedance elec-trodes (tungsten microelectrodes, Alpha Omega Co., Inc., Alpharetta, GA) implanted in the subthalamic nucleus of Parkinson’s patients un-dergoing surgery for implantation of deep-brain stimulation (DBS) elec-trodes, it is possible for there to be a clear artifact present in the fre-quency ranges that would commonly be analyzed for unit activity when time-locked to the speech event., It is clear from this spectrogram and the full micro-electrode recording converted to audio (https://osf.io/s4ydx/) that this voice contamination is breaching into frequencies above 300 Hz.",0,1,0
10.1016/j.neuroimage.2022.119642,osf.io/s4ydx,"However, as we demonstrate in an extreme example in Fig. 1 (along with the electrode recording ﬁltered between 300 –6000 Hz, converted to an audio ﬁle and uploaded to osf.io; link here: https://osf.io/s4ydx/), recording speech-related activity from an array of high impedance elec-trodes (tungsten microelectrodes, Alpha Omega Co., Inc., Alpharetta, GA) implanted in the subthalamic nucleus of Parkinson’s patients un-dergoing surgery for implantation of deep-brain stimulation (DBS) elec-trodes, it is possible for there to be a clear artifact present in the fre-quency ranges that would commonly be analyzed for unit activity when time-locked to the speech event., It is clear from this spectrogram and the full micro-electrode recording converted to audio (https://osf.io/s4ydx/) that this voice contamination is breaching into frequencies above 300 Hz.",0,1,0
10.1016/j.neuroimage.2022.119668,osf.io,Data Availability Data and code supporting the reported analyses are available at osf.io (https://osf.io/wh4ua/).,1,1,0
10.1016/j.neuroimage.2022.119668,osf.io/wh4ua,Data Availability Data and code supporting the reported analyses are available at osf.io (https://osf.io/wh4ua/).,1,1,0
10.1016/j.neuroimage.2022.119708,openfmri.org/dataset/ds000117,"Dataset The multi-modal (MRI, EEG, MEG) human neuroimaging dataset is available on OpenfMRI (https://www.openfmri.org/dataset/ds000117/; Wakeman & Henson, 2015).",0,1,0
10.1016/j.neuroimage.2022.119708,github.com/smscottlee/face_dcm_fmri,"The Mat-lab scripts used for all analyses that follow are available here: https://github.com/SMScottLee/Face_DCM_fMRI., All codes used in the present study are available on Github repository (https://github.com/SMScottLee/Face_DCM_fMRI).",1,0,0
10.1016/j.neuroimage.2022.119708,ﬁl.ion.ucl.ac.uk/spm,fMRI analysis and ROI selection The fMRI data were pre-processed using the SPM12 software (www.ﬁl.ion.ucl.ac.uk/spm).,1,0,0
10.1016/j.neuroimage.2022.119708,openneuro.org/datasets/ds000117,"It consists of 19 participants with an age range of 23–37 years (note that this is a superset of the participants available on OpenNeuro, https://openneuro.org/datasets/ds000117).",0,1,0
10.1016/j.neuroimage.2022.119721,github.com/rmarkello/pyls,"Partial least squares correlation To analyze the correspondence of cortical thickness measures with phenotypical data in individuals from the HCHS, we performed a partial least squares (PLS) correlation analysis using pyls (https://github.com/rmarkello/pyls).",1,0,0
10.1016/j.neuroimage.2022.119721,github.com/murraylab/brainsmash,"Furthermore, a variogram-based null model preserving spatial autocorrelation which is implemented in the brainSMASH toolbox was applied (https://github.com/murraylab/brainsmash) (Burt et al., 2020).",1,0,0
10.1016/j.neuroimage.2022.119721,github.com/m-wierzba/cat-container,"Estimation of age-related cortical thickness diﬀerences Structural preprocessing harnessed the CAT12 surface-based mor-phometry pipeline (CAT12.7 r1743; https://github.com/m-wierzba/cat-container) for surface reconstruction and cortical thickness mea-surement building upon a projection-based thickness estimation method (Dahnke et al., 2013 ; Gaser et al., 2022 ; Yotter et al., 2011 ; Yotter et al., 2011).",1,0,0
10.1016/j.neuroimage.2022.119742,db.humanconnectome.org,"Data and code availability statement The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2)., Data and Code Availability The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2).",0,1,0
10.1016/j.neuroimage.2022.119742,ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id,"Data and code availability statement The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2)., Data and Code Availability The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2).",0,1,0
10.1016/j.neuroimage.2022.119742,fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html,"Data and code availability statement The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2)., Data and Code Availability The data used in this study for inference and benchmarking are open-source: HCP (https://db.humanconnectome.org), HBN (http://fcon_1000.projects.nitrc.org/indi/cmi_healthy_brain_network/sharing.html), and PNC (https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id = phs000607.v3.p2).",0,1,0
10.1016/j.neuroimage.2022.119742,fcon_1000.projects.nitrc.org/indi/retro/yale_hires.html,"The Yale data used in this study to construct edge-centric networks are open-source and available here: http://fcon_1000.projects.nitrc.org/indi/retro/yale_hires.html., The Yale data used in this study to construct edge-centric networks are open-source and available here: http://fcon_1000.projects.nitrc.org/indi/retro/yale_hires.html.",0,1,0
10.1016/j.neuroimage.2022.119742,github.com/sneuroble/nbs_benchmarking,"Code used for bench-marking, inference, and summarization/reorganization by atlas is available here: https://github.com/SNeuroble/NBS_benchmarking., Code used for bench-marking, inference, and summarization/reorganization by atlas is available here: https://github.com/SNeuroble/NBS_benchmarking.",1,0,0
10.1016/j.neuroimage.2022.119742,nitrc.org/projects/bioimagesuite,"Code used for node-centric and edge-centric network construction can be found at https://www.nitrc.org/projects/bioimagesuite/., Code used for node-centric and edge-centric network construction can be found at https://www.nitrc.org/projects/bioimagesuite/.",1,0,0
10.1016/j.neuroimage.2022.119451,cran.r-project.org/web/packages/pcalg,"Data and code availability statements Speciﬁcally, GES, PC and LiNGAM were implemented using the widely used R package pcalg , which is available at https://cran.r-project.org/web/packages/pcalg/.",1,0,0
10.1016/j.neuroimage.2022.119451,coins.trendscenter.org,"The cohort data is accessible through the website (https://coins.trendscenter.org/) of COINS (COllaborative Infor-matics Neuroimaging Suite) database (Scott et al., 2011).",0,1,0
10.1016/j.neuroimage.2022.119451,github.com/xunzheng/notears,Notears method was implemented using Python available at https://github.com/xunzheng/notears.,1,0,0
10.1016/j.neuroimage.2022.119451,github.com/gmeng92/joint-notears,The proposed joint DAG method was implemented with Python and the code is available at https://github.com/gmeng92/joint-notears.,1,0,0
10.1016/j.neuroimage.2022.119451,ﬁl.ion.ucl.ac.uk/spm,"Then the data were pre-processed with SPM5 (http://www.ﬁl.ion.ucl.ac.uk/spm) and were realigned, spatially nor-malized and resliced to 3 ×3 ×3 mm , smoothed with a 10 ×10 ×10 mm 3 Gaussian kernel, and analyzed by multiple regression considering the stimulus and their temporal derivatives plus an intercept term as re-gressors.",1,0,0
10.1016/j.neuroimage.2022.119632,github.com/robloughnan/mostest_generalization,"Code for discovery and replication is available at (https://github.com/robloughnan/MOSTest_generalization)., Code for conducting discovery and replication is available at https://github.com/robloughnan/MOSTest_generalization.",1,0,0
10.1016/j.neuroimage.2022.119632,github.com/precimed/mostest/tree/master/simu,"Code for generating these simulations can be found at: https://github.com/precimed/mostest/tree/master/simu., Code for simu-lations is available at https://github.com/precimed/mostest/tree/master/simu.",1,0,0
10.1016/j.neuroimage.2022.119632,abcdstudy.org/federal-partners,"The ABCD Study is supported by the National Institutes of Health and additional federal partners under award numbers: U01DA041022, U01DA041028, U01DA041048, U01DA041089, U01DA041106, U01DA041117, U01DA041120, U01DA041134, U01DA041148, U01DA041156, U01DA041174, U24DA041123, and U24DA041147 A full list of supporters is available at https://abcdstudy.org/federal-partners/.",0,0,1
10.1016/j.neuroimage.2022.119632,abcdstudy.org/principal-investigators.html,A listing of participating sites and a complete listing of the study investigators can be found at https://abcdstudy.org/principal-investigators.html.,0,0,1
10.1016/j.neuroimage.2022.119632,abcdstudy.org,"Finally, we test the generalization of loci discovered in UK Biobank to a developmental cohort of 9–10 year old children from the Adolescent Brain Cognitive Development® (ABCD; https://abcdstudy.org) Study, where we see a higher yield of replicated loci for MOSTest-PVS versus min-P., ABCD Acknowledgement Data used in the preparation of this article were obtained from the Adolescent Brain Cognitive Development 𝐒𝐌 Study (ABCD Study®) (https://abcdstudy.org), held in the NIMH Data Archive (NDA)., The ABCD Study is supported by the National Institutes of Health and additional federal partners under award numbers: U01DA041022, U01DA041028, U01DA041048, U01DA041089, U01DA041106, U01DA041117, U01DA041120, U01DA041134, U01DA041148, U01DA041156, U01DA041174, U24DA041123, and U24DA041147 A full list of supporters is available at https://abcdstudy.org/federal-partners/., A listing of participating sites and a complete listing of the study investigators can be found at https://abcdstudy.org/principal-investigators.html.",0,1,0
10.1016/j.neuroimage.2022.119632,ox.ac.uk/showcase/docs.cgi?id,ox.ac.uk/showcase/docs.cgi?id = 1).,0,0,1
10.1016/j.neuroimage.2022.119584,ﬁl.ion.ucl.ac.uk/spm/software/spm12,"Intracranial volume (ICV) estimates were obtained from 3T whole-brain T1-weighted gradient echo volumes us-ing SPM12’s Segment and Tissue Volume Utility modules (https://www.ﬁl.ion.ucl.ac.uk/spm/software/spm12) (Malone et al., 2015) (Fig.",1,0,0
10.1016/j.neuroimage.2022.119584,github.com/sujason/thomas,"Using version v0 of this tool (https://github.com/sujason/thomas), we segmented and extracted the volumes of 12 lateralized structures in each hemisphere of the brain: whole thalamus, ten thalamic nuclei (anteroventral AV, centrome-dian CM, lateral geniculate nucleus LGN, mediodorsal MD, medial geniculate nucleus MGN, pulvinar Pul, ventral anterior VA, ven-tral lateral anterior VLA, ventral lateral posterior VLP, and ventral posterolateral VPL), and one adjacent epithalamic structure, the habe-nula (Hb) (Fig.",1,0,0
